date,symbol,name,exchange,industryCode,close,volume,traded_value_vnd,adv_apr_vnd,p_now,p_hist,p20
2026-04-03,DSH,CTCP Đầu tư Hạ tầng Đông Sơn,UPCOM,2350,13.7,122200.0,1674140000.0,5307313500.0,,,
2026-04-03,HPA,CTCP Phát triển Nông nghiệp Hòa Phát,HSX,3570,38.3,36800.0,1409440000.0,3362614750.0,,,
2026-04-06,HHS,CTCP Đầu tư dịch vụ Hoàng Huy,HSX,8630,12.45,5628200.0,70071090000.0,50781843500.0,0.820573223852464,0.7,0.7602866119262319
2026-04-06,LPB,Ngân hàng TMCP Lộc Phát Việt Nam,HSX,8350,46.1,4021800.0,185404980000.0,77702082750.0,0.8957429106902774,0.5,0.6978714553451387
2026-04-06,BMS,CTCP Chứng khoán Bảo Minh,UPCOM,8780,14.3,230200.0,3291860000.0,2730370000.0,0.8090784684731323,0.55,0.6795392342365661
2026-04-06,MST,CTCP Đầu tư MST,HNX,2350,8.6,3785200.0,32552720000.0,20768241500.0,0.9523129640789606,0.4,0.6761564820394803
2026-04-06,TIN,Công ty Tài chính Cổ phần Tín Việt,UPCOM,8350,165.0,25400.0,4191000000.0,6392887500.0,0.9776293750247304,0.35,0.6638146875123652
2026-04-06,NRC,CTCP Tập đoàn NRC,HNX,8630,5.8,2131700.0,12363860000.0,9432599000.0,0.6464925248579966,0.65,0.6482462624289983
2026-04-06,SIP,CTCP Đầu tư Sài Gòn VRG,HSX,8630,60.9,255800.0,15578220000.0,14948458500.0,0.6780926144085206,0.6,0.6390463072042603
2026-04-06,TCI,CTCP Chứng Khoán Thành Công,HSX,8780,9.86,600300.0,5918958000.0,2347970200.0,0.8762503458081002,0.4,0.6381251729040501
2026-04-06,PET,Tổng CTCP Dịch vụ Tổng hợp Dầu khí,HSX,5370,48.0,435200.0,20889600000.0,30910886750.0,0.9365984272920543,0.3,0.6182992136460271
2026-04-06,MIG,Tổng CTCP Bảo hiểm Quân Đội,HSX,8530,18.9,449600.0,8497440000.0,4774602750.0,0.7809607981086445,0.45,0.6154803990543223
2026-04-06,AAV,CTCP AAV Group,HNX,8630,8.8,675800.0,5947040000.0,8279083500.0,0.980225076207866,0.25,0.6151125381039331
2026-04-06,MZG,CTCP MiZa,UPCOM,1730,13.0,154000.0,2002000000.0,4835142500.0,0.6100974891724422,,0.6100974891724422
2026-04-06,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,171.0,20500.0,3505500000.0,7608924000.0,0.7066863780449898,0.5,0.603343189022495
2026-04-06,DXP,CTCP Cảng Đoạn Xá,HNX,2770,13.4,793900.0,10638260000.0,7307849500.0,0.9136884230054703,0.25,0.5818442115027351
2026-04-06,GEE,CTCP Điện lực Gelex,HSX,2730,198.0,981000.0,194238000000.0,163146054000.0,0.8611509072947147,0.3,0.5805754536473573
2026-04-06,EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,HSX,8350,13.25,6232900.0,82585925000.0,112247012500.0,0.619907241300515,0.5,0.5599536206502576
2026-04-06,NAF,CTCP Nafoods Group,HSX,3530,48.1,846600.0,40721460000.0,30897026250.0,0.8525445674713529,0.25,0.5512722837356765
2026-04-06,BAF,CTCP Nông nghiệp BAF Việt Nam,HSX,3570,34.75,1539500.0,53497625000.0,79360390500.0,0.44208601184436846,0.65,0.5460430059221842
2026-04-06,TAL,CTCP Đầu tư Bất động sản Taseco,HSX,8630,44.75,667700.0,29879575000.0,11712059500.0,0.6902581008110077,0.4,0.5451290504055039
2026-04-06,VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP,UPCOM,2350,33.2,45800.0,1520560000.0,4569757500.0,0.8539113449800206,0.2,0.5269556724900103
2026-04-06,HAG,CTCP Hoàng Anh Gia Lai,HSX,3570,15.5,5078500.0,78716750000.0,78571666250.0,0.45129375495142016,0.6,0.52564687747571
2026-04-06,GEG,CTCP Điện Gia Lai,HSX,7530,15.05,3032700.0,45642135000.0,19439764000.0,0.4712243332813489,0.55,0.5106121666406744
2026-04-06,MSH,CTCP May Sông Hồng,HSX,3760,36.45,154400.0,5627880000.0,8567991250.0,0.4593216439220906,0.55,0.5046608219610453
2026-04-06,GEX,CTCP Tập đoàn GELEX,HSX,2730,36.4,6785500.0,246992200000.0,348710901250.0,0.4054133703206186,0.6,0.5027066851603093
2026-04-06,SGR,Tổng CTCP Địa ốc Sài Gòn,HSX,8630,15.45,160100.0,2473545000.0,2084190250.0,0.24824937018175247,0.75,0.49912468509087626
2026-04-06,TCO,CTCP Janus Group,HSX,2770,12.55,531200.0,6666560000.0,5855818000.0,0.9476564352102111,0.05,0.4988282176051056
2026-04-06,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,HSX,8630,14.55,23143000.0,336730650000.0,527076817750.0,0.8863457046590725,0.1,0.4931728523295362
2026-04-06,IDC,Tổng công ty IDICO - CTCP,HNX,8630,45.7,1005400.0,45946780000.0,92180146000.0,0.7215573113741093,0.25,0.48577865568705464
2026-04-06,FOX,CTCP Viễn thông FPT,UPCOM,6530,78.2,288300.0,22545060000.0,19919778000.0,0.669648258380784,0.3,0.484824129190392
2026-04-06,VBB,Ngân hàng TMCP Việt Nam Thương Tín,UPCOM,8350,10.9,105000.0,1144500000.0,3689132000.0,0.8673086865952704,0.1,0.4836543432976352
2026-04-06,HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,HSX,8780,24.0,16203000.0,388872000000.0,433223341000.0,0.7672444641265865,0.2,0.48362223206329324
2026-04-06,VC3,CTCP Tập đoàn Nam Mê Kông,HNX,8630,26.4,1460900.0,38567760000.0,39297601500.0,0.6165313688337847,0.35,0.4832656844168923
2026-04-06,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,HSX,3760,104.6,705500.0,73795300000.0,113712349000.0,0.3531914050469734,0.6,0.4765957025234867
2026-04-06,NSH,CTCP Tập đoàn Nhôm Sông Hồng Shalumi,HNX,1750,5.1,513800.0,2620380000.0,2295457000.0,0.6898849438743736,0.25,0.4699424719371868
2026-04-06,TV2,CTCP Tư vấn Xây dựng Điện 2,HSX,2790,35.95,651200.0,23410640000.0,16097597750.0,0.5325084292950854,0.4,0.4662542146475427
2026-04-06,DXG,CTCP Tập đoàn Đất Xanh,HSX,8630,13.85,14237200.0,197185220000.0,247937660000.0,0.22819214898815662,0.7,0.4640960744940783
2026-04-06,BVH,Tập đoàn Bảo Việt,HSX,8570,81.2,347300.0,28200760000.0,52577046500.0,0.8128066655260776,0.1,0.4564033327630388
2026-04-06,VIX,CTCP Chứng khoán VIX,HSX,8780,15.85,37052200.0,587277370000.0,645008597000.0,0.10500943901330138,0.8,0.4525047195066507
2026-04-06,ABB,Ngân hàng TMCP An Bình,UPCOM,8350,14.6,956600.0,13966360000.0,11646136500.0,0.6837356410437716,0.2,0.4418678205218858
2026-04-06,VHC,CTCP Vĩnh Hoàn,HSX,3570,57.4,644000.0,36965600000.0,54672328500.0,0.4761376477217057,0.4,0.4380688238608529
2026-04-06,CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,HSX,2350,22.8,1254800.0,28609440000.0,13461304250.0,0.6165227072975951,0.25,0.43326135364879753
2026-04-06,GIL,CTCP Sản xuất kinh doanh Xuất nhập khẩu Bình Thạnh,HSX,3760,13.6,214200.0,2913120000.0,2739649000.0,0.31221469808531066,0.55,0.43110734904265535
2026-04-06,C69,CTCP Xây dựng 1369,HNX,2350,16.0,294500.0,4712000000.0,8752466000.0,0.660142177707763,0.2,0.43007108885388146
2026-04-06,QTP,CTCP Nhiệt điện Quảng Ninh,UPCOM,7530,12.8,788300.0,10090240000.0,7139067000.0,0.5454787302318914,0.3,0.4227393651159457
2026-04-06,KSF,CTCP Tập đoàn Sunshine,HNX,8630,82.5,36700.0,3027750000.0,3867044500.0,0.8377718026013362,0.0,0.4188859013006681
2026-04-06,BVB,Ngân hàng TMCP Bản Việt,UPCOM,8350,12.1,880400.0,10652840000.0,17088588500.0,0.3807044349073153,0.45,0.4153522174536577
2026-04-06,DDV,CTCP DAP - VINACHEM,UPCOM,1350,26.9,759100.0,20419790000.0,25797819500.0,0.2796308628101901,0.55,0.4148154314050951
2026-04-06,HUT,CTCP Tasco,HNX,2350,15.9,2941400.0,46768260000.0,42989321000.0,0.5243421757095313,0.3,0.41217108785476564
2026-04-06,HDG,CTCP Tập đoàn Hà Đô,HSX,8630,27.6,3732800.0,103025280000.0,65976562000.0,0.5738469807675074,0.25,0.4119234903837537
2026-04-06,BFC,CTCP Phân bón Bình Điền,HSX,1350,54.9,100400.0,5511960000.0,14150434000.0,0.26375470002977086,0.55,0.40687735001488545
2026-04-06,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,HSX,2350,20.95,6714000.0,140658300000.0,231058775750.0,0.457042086846965,0.35,0.4035210434234825
2026-04-06,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,HSX,7530,11.35,1061500.0,12048025000.0,6296054250.0,0.6569229031108533,0.15,0.4034614515554267
2026-04-06,VHM,CTCP Vinhomes,HSX,8630,117.0,3208900.0,375441300000.0,847008785500.0,0.8007478721612089,0.0,0.40037393608060445
2026-04-06,CDC,CTCP Chương Dương,HSX,2350,22.9,101700.0,2328930000.0,17352344500.0,0.37724030823806237,0.4,0.38862015411903117
2026-04-06,NLG,CTCP Đầu tư Nam Long,HSX,8630,27.7,3211100.0,88947470000.0,82592236750.0,0.37592303718902165,0.4,0.38796151859451083
2026-04-06,BSR,CTCP Lọc - Hóa dầu Bình Sơn,HSX,0530,25.1,9927300.0,249175230000.0,324404446000.0,0.12427358335138824,0.65,0.38713679167569415
2026-04-06,TNG,CTCP Đầu tư và Thương mại TNG,HNX,3760,22.2,2351700.0,52207740000.0,43550124000.0,0.5171232395306132,0.25,0.3835616197653066
2026-04-06,PVC,Tổng Công ty Hóa chất và Dịch vụ dầu khí - CTCP,HNX,0570,16.5,1460500.0,24098250000.0,24199687500.0,0.41333839660208593,0.35,0.38166919830104296
2026-04-06,MSR,CTCP MaSan High - Tech Materials,UPCOM,1770,47.5,945900.0,44930250000.0,79260460000.0,0.7632105071428533,0.0,0.38160525357142666
2026-04-06,HNM,CTCP Sữa Hà Nội,UPCOM,3570,8.5,821700.0,6984450000.0,3676815500.0,0.752564233034402,0.0,0.376282116517201
2026-04-06,PVP,CTCP Vận tải Dầu khí Thái Bình Dương,HSX,2770,14.4,232500.0,3348000000.0,12837053250.0,0.20062052893991633,0.55,0.3753102644699582
2026-04-06,TV1,CTCP Tư vấn Xây dựng Điện 1,UPCOM,2790,32.8,268600.0,8810080000.0,3951239000.0,0.7459392133885611,0.0,0.37296960669428053
2026-04-06,DTD,CTCP Đầu tư Phát triển Thành Đạt,HNX,2350,16.8,245300.0,4121040000.0,4893936000.0,0.5892788216957997,0.15,0.36963941084789986
2026-04-06,DXS,CTCP Dịch vụ Bất động sản Đất Xanh,HSX,8630,7.16,2203800.0,15779208000.0,20239535250.0,0.5380484607602751,0.2,0.36902423038013754
2026-04-06,KSV,Tổng Công ty Khoáng sản TKV - CTCP,HNX,1770,149.0,41500.0,6183500000.0,4226229000.0,0.38794766417860665,0.35,0.36897383208930334
2026-04-06,DRI,CTCP Đầu tư Cao su Đắk Lắk,UPCOM,1350,12.4,479900.0,5950760000.0,8406146000.0,0.33724428651426647,0.4,0.3686221432571333
2026-04-06,PAN,CTCP Tập đoàn PAN,HSX,3570,31.4,641600.0,20146240000.0,23982334750.0,0.6346010663251446,0.1,0.3673005331625723
2026-04-06,PPT,CTCP Petro Times,HNX,0580,15.4,466600.0,7185640000.0,3335462000.0,0.7280443976932739,0.0,0.36402219884663695
2026-04-06,HHP,CTCP HHP Global,HSX,1730,12.25,205800.0,2521050000.0,10671436750.0,0.2746068159918792,0.45,0.36230340799593963
2026-04-06,DPG,CTCP Tập đoàn Đạt Phương,HSX,2350,40.6,334200.0,13568520000.0,30389941500.0,0.32402841241333336,0.4,0.3620142062066667
2026-04-06,DVM,CTCP Dược liệu Việt Nam,HNX,4570,6.9,90900.0,627210000.0,3625846000.0,0.7231340073897499,0.0,0.36156700369487493
2026-04-06,TDP,CTCP Thuận Đức,HSX,1350,29.5,243800.0,7192100000.0,9149152500.0,0.4181971743647634,0.3,0.3590985871823817
2026-04-06,VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,HNX,1350,20.0,1033700.0,20674000000.0,21282963000.0,0.5667819663475475,0.15,0.35839098317377377
2026-04-06,FRT,CTCP Bán lẻ Kỹ thuật số FPT,HSX,5370,148.0,273900.0,40537200000.0,48826186000.0,0.3666222478343145,0.35,0.35831112391715725
2026-04-06,REE,CTCP Cơ điện lạnh,HSX,7530,64.4,1117900.0,71992760000.00002,76710272000.0,0.6159216996651106,0.1,0.3579608498325553
2026-04-06,G36,Tổng Công ty 36 - CTCP,UPCOM,2350,10.9,125300.0,1365770000.0,2150777500.0,0.5132249658650399,0.2,0.3566124829325199
2026-04-06,SMC,CTCP Đầu tư Thương mại SMC,HSX,1750,12.3,184700.0,2271810000.0,6639947500.0,0.6126968351684892,0.1,0.35634841758424457
2026-04-06,BSI,CTCP Chứng khoán BIDV,HSX,8780,35.7,391100.0,13962270000.0,14236373000.0,0.30939787395025364,0.4,0.35469893697512683
2026-04-06,CSV,CTCP Hóa chất Cơ bản miền Nam,HSX,1350,26.7,708600.0,18919620000.0,15578621000.0,0.2577807147489405,0.45,0.3538903573744703
2026-04-06,DCM,CTCP - Tổng Công ty Phân bón Dầu khí Cà Mau,HSX,1350,43.0,2694000.0,115842000000.0,176126111500.0,0.4566767666945478,0.25,0.3533383833472739
2026-04-06,HPG,CTCP Tập đoàn Hòa Phát,HSX,1750,26.85,19748100.0,530236485000.0,997797551500.0,0.5535654084319345,0.15,0.35178270421596725
2026-04-06,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,HSX,0570,32.35,4552900.0,147286315000.0,117829285500.0,0.20345343174510006,0.5,0.35172671587255
2026-04-06,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,HSX,1350,31.45,1823400.0,57345930000.0,101374722000.0,0.25121407605009666,0.45,0.35060703802504833
2026-04-06,ORS,CTCP Chứng khoán Tiên Phong,HSX,8780,13.05,1247100.0,16274655000.0,31829000750.0,0.34888530355978675,0.35,0.34944265177989337
2026-04-06,PVS,Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam,HNX,0570,37.8,6958400.0,263027520000.0,162602149000.0,0.14539738592114823,0.55,0.34769869296057415
2026-04-06,QNS,CTCP Đường Quảng Ngãi,UPCOM,3570,47.4,115100.0,5455740000.0,5917604000.0,0.694076782862723,0.0,0.3470383914313615
2026-04-06,VDS,CTCP Chứng khoán Rồng Việt,HSX,8780,14.25,300800.0,4286400000.0,9485414250.0,0.09146754243389559,0.6,0.34573377121694776
2026-04-06,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,HSX,7530,25.2,1022600.0,25769520000.0,23502847500.0,0.4351231927458502,0.25,0.3425615963729251
2026-04-06,VPI,CTCP Phát triển Bất động sản Văn Phú,HSX,8630,57.6,818200.0,47128320000.0,168903574500.0,0.5295219804243658,0.15,0.3397609902121829
2026-04-06,CRC,CTCP Create Capital Việt Nam,HSX,2350,9.84,3913400.0,38507856000.0,34915227200.0,0.6222199749032707,0.05,0.3361099874516354
2026-04-06,LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,HNX,2350,101.8,51400.0,5232520000.0,2065912000.0,0.5219955456462742,0.15,0.3359977728231371
2026-04-06,GMD,CTCP Gemadept,HSX,2770,71.2,1230800.0,87632960000.0,120860294000.0,0.41874835969263474,0.25,0.33437417984631734
2026-04-06,KOS,CTCP Kosy,HSX,8630,38.65,361000.0,13952650000.0,15048106500.0,0.6624935421945313,0.0,0.33124677109726564
2026-04-06,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,HSX,8630,15.8,12990500.0,205249900000.0,189263535000.0,0.6092906501072994,0.05,0.32964532505364974
2026-04-06,PVT,Tổng CTCP Vận tải Dầu khí,HSX,2770,20.75,5420700.0,112479525000.0,155330630500.0,0.10261724785568793,0.55,0.326308623927844
2026-04-06,SSB,Ngân hàng TMCP Đông Nam Á,HSX,8350,16.75,1938300.0,32466525000.0,32732698000.0,0.40149528719322175,0.25,0.3257476435966109
2026-04-06,OIL,Tổng Công ty Dầu Việt Nam - CTCP,UPCOM,0530,14.3,3115700.0,44554510000.0,41786704500.0,0.09946266893186445,0.55,0.3247313344659323
2026-04-06,DBC,CTCP Tập đoàn Dabaco Việt Nam,HSX,3570,22.3,2165200.0,48283960000.0,56524485500.0,0.14827690642576022,0.5,0.3241384532128801
2026-04-06,CII,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,HSX,2350,17.4,13265900.0,230826660000.0,400900220250.0,0.3957365474908438,0.25,0.32286827374542193
2026-04-06,CTD,CTCP Xây dựng COTECCONS,HSX,2350,78.6,458300.0,36022380000.0,71193831500.0,0.3943281387211702,0.25,0.32216406936058506
2026-04-06,PHR,CTCP Cao su Phước Hòa,HSX,1350,60.6,247400.0,14992440000.0,11863825000.0,0.591879061642277,0.05,0.3209395308211385
2026-04-06,BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,HSX,8630,52.5,233400.0,12253500000.0,27752453500.0,0.13289544069803025,0.5,0.31644772034901514
2026-04-06,KLB,Ngân hàng TMCP Kiên Long,HSX,8350,14.0,246400.0,3449600000.0,5192896500.0,0.3796331890578595,0.25,0.31481659452892974
2026-04-06,DLG,CTCP Tập đoàn Đức Long Gia Lai,HSX,8630,2.82,1335400.0,3765828000.0,3085603200.0,0.6274884332877088,0.0,0.3137442166438544
2026-04-06,KBC,Tổng Công ty Phát triển Đô Thị Kinh Bắc - CTCP,HSX,8630,31.8,1874000.0,59593200000.0,106707670250.0,0.3706140708892539,0.25,0.31030703544462696
2026-04-06,C4G,CTCP Tập đoàn CIENCO4,UPCOM,2350,7.0,384100.0,2688700000.0,2995619500.0,0.2700747062421342,0.35,0.31003735312106706
2026-04-06,VSC,CTCP Container Việt Nam,HSX,2770,23.55,4102000.0,96602100000.0,141052574250.0,0.4696916340111476,0.15,0.3098458170055738
2026-04-06,HID,CTCP Halcom Việt Nam,HSX,2350,5.09,454700.0,2314423000.0,3336519300.0,0.6134175948729977,0.0,0.30670879743649887
2026-04-06,HTN,CTCP Hưng Thịnh Incons,HSX,2350,7.0,89800.0,628600000.0,2123598250.0,0.3612665556624821,0.25,0.30563327783124106
2026-04-06,PVI,CTCP PVI,HNX,8770,78.0,114900.0,8962200000.0,4413829000.0,0.35934063856678655,0.25,0.3046703192833933
2026-04-06,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,HSX,2350,12.75,250200.0,3190050000.0,2430573250.0,0.30713940093645964,0.3,0.30356970046822984
2026-04-06,VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,HSX,8350,25.6,11093100.0,283983360000.0,384020690750.0,0.3002165330018449,0.3,0.3001082665009225
2026-04-06,PPC,CTCP Nhiệt điện Phả Lại,HSX,7530,10.2,523800.0,5342760000.0,4142745250.0,0.4982759603613458,0.1,0.2991379801806729
2026-04-06,HAX,CTCP Dịch Vụ Ô Tô Hàng Xanh,HSX,3350,10.4,153700.0,1598480000.0,3015787500.0,0.29663312399353076,0.3,0.2983165619967654
2026-04-06,SHI,CTCP Quốc tế Sơn Hà,HSX,3720,14.2,192500.0,2733500000.0,4020070250.0,0.39514410991850996,0.2,0.297572054959255
2026-04-06,FCN,CTCP FECON,HSX,2350,12.9,483300.0,6234570000.0,12992075250.0,0.39504872863331353,0.2,0.29752436431665674
2026-04-06,PCH,CTCP Picomat Holding,HNX,1350,20.1,83700.0,1682370000.0,2306596500.0,0.5442624726927163,0.05,0.2971312363463582
2026-04-06,HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,UPCOM,3570,6.0,784800.0,4708800000.0,25863446000.0,0.44283908238453545,0.15,0.2964195411922677
2026-04-06,DPR,CTCP Cao su Đồng Phú,HSX,1350,39.8,279800.0,11136040000.0,18083265000.0,0.4412839012985883,0.15,0.29564195064929416
2026-04-06,BIG,CTCP Đầu tư BIG Group Holdings,UPCOM,2350,6.3,116700.0,735210000.0,3691667000.0,0.19113692174978142,0.4,0.29556846087489075
2026-04-06,SBS,CTCP Chứng khoán SBS,UPCOM,8780,5.1,307500.0,1568250000.0,3190455000.0,0.19024874770721129,0.4,0.2951243738536057
2026-04-06,ELC,CTCP Công nghệ - Viễn thông ELCOM,HSX,9530,17.7,313800.0,5554260000.0,5305991000.0,0.13263480961589458,0.45,0.2913174048079473
2026-04-06,VIB,Ngân hàng TMCP Quốc tế Việt Nam,HSX,8350,16.65,3636500.0,60547725000.0,113512908500.0,0.3788454402801009,0.2,0.28942272014005044
2026-04-06,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,HSX,8630,9.98,1359000.0,13562820000.0,26524490250.0,0.27848277868577725,0.3,0.2892413893428886
2026-04-06,HHV,CTCP Đầu tư Hạ tầng giao thông Đèo Cả,HSX,2350,11.75,5515400.0,64805950000.0,98435743250.0,0.37434943957404615,0.2,0.2871747197870231
2026-04-06,VAB,Ngân hàng TMCP Việt Á,HSX,8350,10.05,488100.0,4905405000.0,4618270000.0,0.4174553656283794,0.15,0.2837276828141897
2026-04-06,PAC,CTCP Pin Ắc quy miền Nam,HSX,3720,23.8,845500.0,20122900000.0,14639752250.0,0.4172245299825084,0.15,0.2836122649912542
2026-04-06,PHP,CTCP Cảng Hải Phòng,UPCOM,2770,32.6,37600.0,1225760000.0,3828200500.0,0.3623099370560217,0.2,0.28115496852801086
2026-04-06,PC1,CTCP Tập đoàn PC1,HSX,2350,25.75,6351800.0,163558850000.0,180770509500.0,0.45769862153523305,0.1,0.27884931076761654
2026-04-06,BMI,Tổng CTCP Bảo Minh,HSX,8530,16.05,1531300.0,24577365000.0,6872621250.0,0.35265629000223325,0.2,0.27632814500111663
2026-04-06,PIV,CTCP PIV,UPCOM,5370,6.4,171100.0,1095040000.0,2549700000.0,0.34102208057296085,0.2,0.27051104028648043
2026-04-06,NKG,CTCP Thép Nam Kim,HSX,1750,13.45,2762100.0,37150245000.0,70306007750.0,0.24037664534653957,0.3,0.27018832267326975
2026-04-06,HVN,Tổng Công ty Hàng không Việt Nam - CTCP,HSX,5750,21.45,587900.0,12610455000.0,17701866500.0,0.13563728380396647,0.4,0.26781864190198323
2026-04-06,VCB,Ngân hàng TMCP Ngoại thương Việt Nam,HSX,8350,58.0,4303300.0,249591400000.0,483473008000.0,0.3344973044136166,0.2,0.26724865220680827
2026-04-06,DCL,CTCP Dược phẩm Cửu Long,HSX,4570,52.8,101600.0,5364480000.0,41449621500.0,0.482344990826307,0.05,0.2661724954131535
2026-04-06,LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,HNX,1350,16.4,463500.0,7601400000.0,8304948500.0,0.23211857810049727,0.3,0.2660592890502486
2026-04-06,SCR,CTCP Địa ốc Sài Gòn Thương Tín,HSX,8630,5.97,1587900.0,9479763000.0,11467740700.0,0.22963565539263864,0.3,0.26481782769631934
2026-04-06,MSN,CTCP Tập đoàn MaSan,HSX,3570,75.3,4242400.0,319452720000.0,468306873000.0,0.5279508032727689,0.0,0.26397540163638444
2026-04-06,EIB,Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam,HSX,8350,22.1,8088900.0,178764690000.0,283547091000.0,0.47764165106336803,0.05,0.263820825531684
2026-04-06,BVS,CTCP Chứng khoán Bảo Việt,HNX,8780,26.2,103700.0,2716940000.0,5018899000.0,0.17662303636911855,0.35,0.2633115181845593
2026-04-06,DGW,CTCP Thế giới số,HSX,5370,43.7,1452300.0,63465510000.0,70859506250.0,0.425394146838216,0.1,0.26269707341910803
2026-04-06,TVN,Tổng Công ty Thép Việt Nam - CTCP,UPCOM,1750,8.3,201700.0,1674110000.0,4292980000.0,0.47409723546510824,0.05,0.2620486177325541
2026-04-06,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,HSX,1350,27.6,5406800.0,149227680000.0,125417860000.0,0.3237067210948201,0.2,0.26185336054741004
2026-04-06,VNM,CTCP Sữa Việt Nam,HSX,3570,60.9,2587400.0,157572660000.0,236670584500.0,0.4187871033791994,0.1,0.2593935516895997
2026-04-06,STB,Ngân hàng TMCP Sài Gòn Thương Tín,HSX,8350,61.2,4204600.0,257321520000.0,414522068500.0,0.4674579529525592,0.05,0.2587289764762796
2026-04-06,DIG,Tổng CTCP Đầu tư Phát triển Xây dựng,HSX,8630,13.6,9972700.0,135628720000.0,146101815250.0,0.2152163662798863,0.3,0.25760818313994316
2026-04-06,VGI,Tổng CTCP Đầu tư Quốc tế Viettel,UPCOM,6530,88.6,524900.0,46506140000.0,64421235000.0,0.45990816020489805,0.05,0.254954080102449
2026-04-06,VTP,Tổng CTCP Bưu chính Viettel,HSX,2770,94.2,598900.0,56416380000.0,39287927000.0,0.3994339863932534,0.1,0.2497169931966267
2026-04-06,D2D,CTCP Phát triển Đô thị Công nghiệp Số 2,HSX,8630,36.2,37600.0,1361120000.0,2139230250.0,0.448052489718387,0.05,0.2490262448591935
2026-04-06,VJC,CTCP Hàng không VIETJET,HSX,5750,163.3,1008000.0,164606400000.0,229594823000.0,0.34477914564991013,0.15,0.24738957282495505
2026-04-06,TPB,Ngân Hàng TMCP Tiên Phong,HSX,8350,15.85,4698000.0,74463300000.0,114565700750.0,0.2801990977775125,0.2,0.24009954888875626
2026-04-06,FTS,CTCP Chứng khoán FPT,HSX,8780,26.8,784000.0,21011200000.0,24516167500.0,0.17787583175596813,0.3,0.23893791587798408
2026-04-06,VTO,CTCP Vận tải Xăng dầu Vitaco,HSX,2770,11.6,126000.0,1461600000.0,2270741500.0,0.3735936915092139,0.1,0.23679684575460697
2026-04-06,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,HSX,2770,53.1,81000.0,4301100000.0,6927218500.0,0.4186040392179404,0.05,0.2343020196089702
2026-04-06,VGC,Tổng Công ty Viglacera - CTCP,HSX,2350,43.9,664900.0,29189110000.0,37209391000.0,0.31752455640226196,0.15,0.233762278201131
2026-04-06,TRC,CTCP Cao su Tây Ninh,HSX,1350,70.7,48700.0,3443090000.0,2990075500.0,0.41673885384661785,0.05,0.23336942692330892
2026-04-06,TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,HSX,3760,22.15,732700.0,16229305000.0,22869501500.0,0.11497013370867333,0.35,0.23248506685433665
2026-04-06,QCG,CTCP Quốc Cường - Gia Lai,HSX,8630,12.95,320200.0,4146590000.0,7736407500.0,0.3138766915957528,0.15,0.23193834579787642
2026-04-06,GAS,Tổng Công ty khí Việt Nam - CTCP,HSX,7570,78.5,1170800.0,91907800000.0,108382505000.0,0.06263790299425948,0.4,0.23131895149712975
2026-04-06,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,HSX,3530,44.4,640800.0,28451520000.0,34742915250.0,0.39641652401396543,0.05,0.2232082620069827
2026-04-06,FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,HSX,8990,35.53,140500.0,4991965000.0,34090812750.0,0.34571211280957237,0.1,0.22285605640478617
2026-04-06,HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,HSX,8630,17.9,1996400.0,35735560000.0,49694808000.0,0.18329247422440612,0.25,0.21664623711220304
2026-04-06,KDC,CTCP Tập đoàn KIDO,HSX,3570,48.4,251500.0,12172600000.0,20452667500.0,0.3823588510807191,0.05,0.21617942554035954
2026-04-06,CTF,CTCP City Auto,HSX,3350,18.6,260700.0,4849020000.0,5925572250.0,0.4318930701623723,0.0,0.21594653508118614
